source_file,source_lines,source_kind,top_level_classes,top_level_functions,phase,phase_name,target_module,target_package,target_artifacts,migration_strategy,mandatory_parity,implementation_owner,sidecar_required,initial_status,required,source_sha256,source_size_bytes,status,java_path,verified_by,notes
src/mathproofmesh/continuation.py,420,python_source,,make_genesis_checkpoint | local_delta_verification | merge_verified_delta | checkpoint_to_route_message | normalize_delta_claims | attempt_from_checkpoint | _deduplicate,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,ContinuationFunctions.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,4c68267eae02877badffd1cf1be7e34eafed98d2dfead0dddff51caa314cd8d5,15576,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ContinuationFunctions.java,107 authority-named JUnit cases across 18 parity classes; online/offline Maven verify,"Fixed route pipeline, independent teams, committed-checkpoint CAS, bounded deep exploration, broker-only sharing, adaptive budget, and blind synthesis"
src/mathproofmesh/critical_calculations.py,547,python_source,CalculationGateBatch | CriticalCalculationGate,calculation_trigger,08,计算引擎与受限 Python 侧车,mathproofmesh-core / python-compute-service,io.github.aililuola.mathproofmesh.computation,CalculationGateBatch.java; CriticalCalculationGate.java,原生 Java 完整迁移；保持确定性输出、证书和边界行为；不得为方便而转发整个处理器到 Python,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,9f70c303604d5630061256e58b02d076ea7b696cedd91b3779ae1b4abd3919de,19125,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/CalculationGateBatch.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/computation/CriticalCalculationGate.java,ComputationParityTest; ComputationBenchmarkParityTest; ComputationContractsParityTest; ComputationEvidenceGateParityTest; CriticalCalculationGateParityTest; DirectedComputationSmokeParityTest; ReasoningFirstSequenceToolsParityTest; JsonAndToolsParityTest; PythonSidecarProtocolTest; PythonSidecarDifferentialTest; SandboxSecurityIT; Maven verify,"Deterministic Java handlers, exact certificates, bounded contracts, canonical run-isolated cache, evidence gates, and the allowlisted versioned stdio SymPy/Z3 sidecar pass parity, differential, budget, protocol, and sandbox gates"
src/mathproofmesh/cross_route_phase.py,26,python_source,,distinct_agent_exclusions | team_reviews_allow_global_share,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,CrossRoutePhaseService.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,58812c23c81d07913b64e4c50d9ba66162d149e1c79f9998dc19c508c52e0e18,739,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/CrossRoutePhaseService.java,107 authority-named JUnit cases across 18 parity classes; online/offline Maven verify,"Fixed route pipeline, independent teams, committed-checkpoint CAS, bounded deep exploration, broker-only sharing, adaptive budget, and blind synthesis"
src/mathproofmesh/deep_exploration.py,683,python_source,ExplorationOutcome | ExplorationModel | ExplorationSignature | ExplorationEvidence | ExplorationAdmission | ExplorationAttemptRecord | BottleneckPivotRecord | DeepExplorationRegistry,_normalized | _tokens | _jaccard,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,ExplorationOutcome.java; ExplorationModel.java; ExplorationSignature.java; ExplorationEvidence.java; ExplorationAdmission.java; ExplorationAttemptRecord.java; BottleneckPivotRecord.java; DeepExplorationRegistry.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,d0af9a236fc3aed3d0b8152bc7dc4a7d687c0015ad78afd298b061af45f98bfc,28554,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationOutcome.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationModel.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationSignature.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationEvidence.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationAdmission.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/ExplorationAttemptRecord.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/BottleneckPivotRecord.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/orchestration/DeepExplorationRegistry.java,107 authority-named JUnit cases across 18 parity classes; online/offline Maven verify,"Fixed route pipeline, independent teams, committed-checkpoint CAS, bounded deep exploration, broker-only sharing, adaptive budget, and blind synthesis"
src/mathproofmesh/desktop/__init__.py,6,python_source,,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,package-info.java; DesktopLauncher.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,76a6554b6fa2c78c0bf40418a9a75903063f38797c96a66b00295b95f7689184,166,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/package-info.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopLauncher.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopMain.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/app.py,475,python_source,_ApiModel | StartRunRequest | ResumeRunRequest | ClarificationDecisionRequest | CredentialsRequest | OpenPathRequest,_sse | build_desktop_services | create_desktop_app,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,DesktopApiModel.java; StartRunRequest.java; ResumeRunRequest.java; ClarificationDecisionRequest.java; CredentialsRequest.java; OpenPathRequest.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,824e449a3072a430f71072255c58ed5713d8cda946c47cc0cca8e0e8526b0618,17496,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopApiModel.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/StartRunRequest.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/ResumeRunRequest.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/ClarificationDecisionRequest.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/CredentialsRequest.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/OpenPathRequest.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopApiController.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopWebController.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopSessionFilter.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/configuration.py,130,python_source,DesktopConfigService,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,DesktopConfigService.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,b9c488991913bdc2916ae1b85f9e33beda89a768c1c4080ce135afd19b01b3f9,4504,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopConfigService.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/main.py,131,python_source,,configure_logging | show_error | _parse_args | run,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,MainFunctions.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,3e565f7878693f1753ea6e2980b33e926bc9e274e0b754f1ac047d7c36150c47,4186,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/MainFunctions.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/manager.py,490,python_source,LiveRun | DesktopRunManager,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,LiveRun.java; DesktopRunManager.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,7ae53fe57bc2f6349b6d25f209f5768fc6e335b0d6b38a7a4440615ec31d05cf,17950,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/LiveRun.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopRunManager.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/paths.py,83,python_source,DesktopPaths,bundle_root | resource_path | web_root,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,DesktopPaths.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,460ef3d317042b8ef6fc9a151f5e2334ab3f30179c10286b4c928672411ba92d,2270,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopPaths.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/repository.py,730,python_source,DesktopRunMetadata | RunRepository,utc_now | validate_run_id | validate_task_id | redact_display_payload | collapse_activity_payloads | _activity_elapsed | _active_activity_parent,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,DesktopRunMetadata.java; RunRepository.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,bfea5f88bb76bbc86427320c6cd5fda92cd0fc9a6919ba7accffb43275c17bed,26665,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopRunMetadata.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/RunRepository.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/runtime.py,138,python_source,SingleInstance | LocalDesktopServer,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,SingleInstance.java; LocalDesktopServer.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,c67349f37c3037e26c13062517c2bfd2c6fdfe6fda0af0fed7a50aa193515b0b,4176,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/SingleInstance.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/LocalDesktopServer.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopSpringConfiguration.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/security.py,232,python_source,SecretProtector | _DataBlob | WindowsDpapiProtector | CredentialVault,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,SecretProtector.java; DpapiDataBlob.java; WindowsDpapiProtector.java; CredentialVault.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,d8ba5476dff1873983d1907f439ecf511ff8884e534466466cdccb6497bdb1ef,8155,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/SecretProtector.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DpapiDataBlob.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/WindowsDpapiProtector.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/CredentialVault.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/settings.py,62,python_source,DesktopSettings | SettingsStore,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,DesktopSettings.java; SettingsStore.java,JavaFX WebView + loopback server；Windows DPAPI；jpackage；WebView 不接触 API key,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,4c76372cd2749421847e78d6a3207fb7de20811ed61a0fb70c70ee0b60f1b278,1686,migrated,mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/DesktopSettings.java; mathproofmesh-desktop/src/main/java/io/github/aililuola/mathproofmesh/desktop/SettingsStore.java,"13 authority-named JUnit cases, 6 desktop gates, packaged health check, SpotBugs/FindSecBugs, and online/offline Maven verify","JavaFX loopback UI, safe run lifecycle, settings, DPAPI, and packaging retain the authority behavior without exposing provider keys to WebView"
src/mathproofmesh/desktop/web/assets/app-icon.png,0,binary_resource,,,15,JavaFX 桌面端与本地打包,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop.web.assets,src/main/resources/io/github/aililuola/mathproofmesh/desktop/web/assets/app-icon.png,按原始字节复制二进制资源并记录 SHA-256；不得重编码、缩放或二次压缩；JavaFX 与 jpackage 均从 classpath 读取,复制后 SHA-256 与源文件完全一致；桌面启动与打包 smoke test 能成功加载图标,resource-copy,no,pending,true,8150c2799bef86b103547d54459f59a090b1477a56a6f1c3b697c7d77a659f23,15550,migrated,mathproofmesh-desktop/src/main/resources/io/github/aililuola/mathproofmesh/desktop/web/assets/app-icon.png; mathproofmesh-desktop/src/main/resources/web/assets/app-icon.png,"byte-exact SHA-256, classpath-only resource, desktop/package smoke, 13 authority-named JUnit cases, 6 desktop gates, and online/offline Maven verify",Authority bytes are copied without runtime reference to the Python tree
src/mathproofmesh/desktop/web/assets/app.js,2185,text_resource,,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,按原相对路径复制到 mathproofmesh-desktop/src/main/resources/web/；只允许必要的 API 地址适配,资源复制并通过桌面/API 集成测试核验；禁止从原目录运行时引用,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,87fbb591df10e8e793e3f287151f6ac29727bd66fcb3f70c613ab6029de8945d,71400,migrated,mathproofmesh-desktop/src/main/resources/web/assets/app.js,"byte-exact SHA-256, classpath-only resource, desktop/package smoke, 13 authority-named JUnit cases, 6 desktop gates, and online/offline Maven verify",Authority bytes are copied without runtime reference to the Python tree
src/mathproofmesh/desktop/web/assets/styles.css,2311,text_resource,,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,按原相对路径复制到 mathproofmesh-desktop/src/main/resources/web/；只允许必要的 API 地址适配,资源复制并通过桌面/API 集成测试核验；禁止从原目录运行时引用,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,1c4c0add92811cb8496922d5bc4253aa2c6daa5cba51cdf1397da47b1beceebb,38706,migrated,mathproofmesh-desktop/src/main/resources/web/assets/styles.css,"byte-exact SHA-256, classpath-only resource, desktop/package smoke, 13 authority-named JUnit cases, 6 desktop gates, and online/offline Maven verify",Authority bytes are copied without runtime reference to the Python tree
src/mathproofmesh/desktop/web/assets/topology.js,899,text_resource,,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,按原相对路径复制到 mathproofmesh-desktop/src/main/resources/web/；只允许必要的 API 地址适配,资源复制并通过桌面/API 集成测试核验；禁止从原目录运行时引用,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,915243ae42b718982950fbb77a4928015c2bf5cfba7cab464573501ce30ed74b,26244,migrated,mathproofmesh-desktop/src/main/resources/web/assets/topology.js,"byte-exact SHA-256, classpath-only resource, desktop/package smoke, 13 authority-named JUnit cases, 6 desktop gates, and online/offline Maven verify",Authority bytes are copied without runtime reference to the Python tree
src/mathproofmesh/desktop/web/index.html,556,text_resource,,,15,JavaFX 桌面端与安全凭据,mathproofmesh-desktop,io.github.aililuola.mathproofmesh.desktop,按原相对路径复制到 mathproofmesh-desktop/src/main/resources/web/；只允许必要的 API 地址适配,资源复制并通过桌面/API 集成测试核验；禁止从原目录运行时引用,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,javafx-native,no,pending,true,f6c6233e534b26c27c9b67d22248e59d3aa8a2149abcf34fe85dd4bb44e4d5aa,21806,migrated,mathproofmesh-desktop/src/main/resources/web/index.html,"byte-exact SHA-256, classpath-only resource, desktop/package smoke, 13 authority-named JUnit cases, 6 desktop gates, and online/offline Maven verify",Authority bytes are copied without runtime reference to the Python tree
src/mathproofmesh/goal_preflight.py,170,python_source,GoalNormalizationError | GoalClarificationRequired,deterministic_goal_precheck | candidate_statements | validate_clarification_decision | decision_confidence | requires_confirmation,03,配置、预检与秘密管理,mathproofmesh-server,io.github.aililuola.mathproofmesh.config,GoalNormalizationError.java; GoalClarificationRequired.java,严格 YAML 解析；未知字段失败；全部 Python 默认值和交叉验证逐条移植；秘密仅从受控来源解析,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,ccecdc3a99a5fec81a4187d050884e69af373774dba384183cdbe9e68a9aeb8f,5649,migrated,mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/config/GoalNormalizationError.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/config/GoalClarificationRequired.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/config/GoalPreflightFunctions.java; mathproofmesh-server/src/main/java/io/github/aililuola/mathproofmesh/config/GoalPreflightService.java,GoalPreflightParityTest; Maven verify,"Deterministic zero-API fast path, clarification, canonical goal freezing, and bounded normalizer verified"
src/mathproofmesh/inspiration/__init__.py,30,python_source,,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,package-info.java; InspirationMechanismRegistry.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,fa3a3f75230005316518c785d312240d9c6f011a544fcb9ca7dcecf7c19e4189,929,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/package-info.java; mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/InspirationMechanismRegistry.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/analogy_agent.py,94,python_source,AnalogyAgent,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,AnalogyAgent.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,41b33dc6549d49533a8fb0d15c31a3d24ac61948655cc2d518f0cae34689b4ac,3816,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/AnalogyAgent.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/assignment.py,149,python_source,InspirationAssignmentPlanner,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationAssignmentPlanner.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,a28ea8250f5f9aaa4bd7f2b2a75a4adb191eddc70451fe2abc439dba99f7d63c,5014,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/InspirationAssignmentPlanner.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/composer.py,281,python_source,InspirationComposer,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationComposer.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,aba469eb82ec8ea3d51adb9e2621f4f6b61bfb8524a0df6ba3b738f9520a06a0,11119,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/InspirationComposer.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/construction_inventor.py,223,python_source,AuxiliaryConstructionInventor,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,AuxiliaryConstructionInventor.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,1e53dbed2a335038aabf88e09149f2fdbd815fc916dc5d43f2634ac47663dfdd,8894,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/AuxiliaryConstructionInventor.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/context.py,410,python_source,_MechanismContextProfile,_compact_signature | _negative_packet | _negative_text | _select_negatives | _context_chars | _enforce_context_budget | build_inspiration_prompt_context,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,MechanismContextProfile.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,f78af118851730a58134a306637fe9b34a198df56af345dfb30407c4777d6a11,14356,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/MechanismContextProfile.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/cross_run_learning.py,203,python_source,CrossRunLearningStore,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,CrossRunLearningStore.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,62094f567c4df7ac478a661dfc71e91a7ada94407d3a450b87ffcc5338f23674,7435,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/CrossRunLearningStore.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/domain_operators.py,579,python_source,DomainOperatorRegistry,_operator,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,DomainOperatorRegistry.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,d3b9c0290d30f7eb56e4779388ccd08d896cec30baa265608d40a80aeebbd118,22303,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/DomainOperatorRegistry.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
src/mathproofmesh/inspiration/engine.py,2932,python_source,InspirationEngine,_protected_finalization_calls,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationEngine.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true,4161335a6cd135d55d6ae32dcb5c731e63828c7b68f068a3b9d124cc65cf6725,120853,migrated,mathproofmesh-core/src/main/java/io/github/aililuola/mathproofmesh/inspiration/InspirationEngine.java,70 authority-named JUnit cases across 23 parity classes; online/offline Maven verify,"Bounded advisory inspiration with scheduler admission, independent review, novelty/duplicate gates, deterministic learning, and no Fact or checkpoint authority"
