source_file,source_lines,source_kind,top_level_classes,top_level_functions,phase,phase_name,target_module,target_package,target_artifacts,migration_strategy,mandatory_parity,implementation_owner,sidecar_required,initial_status,required
src/mathproofmesh/inspiration/__init__.py,30,python_source,,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,package-info.java; InspirationMechanismRegistry.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/analogy_agent.py,94,python_source,AnalogyAgent,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,AnalogyAgent.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/assignment.py,149,python_source,InspirationAssignmentPlanner,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationAssignmentPlanner.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/composer.py,281,python_source,InspirationComposer,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationComposer.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/construction_inventor.py,223,python_source,AuxiliaryConstructionInventor,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,AuxiliaryConstructionInventor.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/context.py,410,python_source,_MechanismContextProfile,_compact_signature | _negative_packet | _negative_text | _select_negatives | _context_chars | _enforce_context_budget | build_inspiration_prompt_context,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,MechanismContextProfile.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/cross_run_learning.py,203,python_source,CrossRunLearningStore,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,CrossRunLearningStore.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/domain_operators.py,579,python_source,DomainOperatorRegistry,_operator,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,DomainOperatorRegistry.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/engine.py,2932,python_source,InspirationEngine,_protected_finalization_calls,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationEngine.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/experience.py,190,python_source,VerifiedExperienceDistiller,experience_payloads,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,VerifiedExperienceDistiller.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/invariant_hypothesis.py,112,python_source,InvariantHypothesisAgent,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InvariantHypothesisAgent.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/local_library.py,179,python_source,LocalAnalogyLibrary,_tokens,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,LocalAnalogyLibrary.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/meta_control.py,287,python_source,MetaDirectiveController,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,MetaDirectiveController.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/meta_strategist.py,161,python_source,PersistentMetaStrategist,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,PersistentMetaStrategist.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/models.py,75,python_source,,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,package-info.java; no duplicate Java DTOs—stable inspiration contracts remain in mathproofmesh-contracts,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/novelty.py,250,python_source,NoveltyAssessment | NoveltyGate | InspirationReferee,_jaccard,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,NoveltyAssessment.java; NoveltyGate.java; InspirationReferee.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/ontology.py,226,python_source,MechanismNormalizer,_slug,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,MechanismNormalizer.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/outcomes.py,246,python_source,InspirationOutcomeLedger,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationOutcomeLedger.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/representation_switchboard.py,272,python_source,RepresentationSwitchboard,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,RepresentationSwitchboard.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/reverse_goal.py,435,python_source,ReverseGoalAnalyzer,_normalized | _symbolic_anchors,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,ReverseGoalAnalyzer.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/surprise_budget.py,147,python_source,SurpriseBudgetExplorer,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,SurpriseBudgetExplorer.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/surprise_mutation.py,250,python_source,ControlledMutationPlanner,,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,ControlledMutationPlanner.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration/trigger_policy.py,345,python_source,InspirationSnapshot | TriggerPolicy,enabled_schedulable_mechanisms,11,Inspiration Engine,mathproofmesh-core,io.github.aililuola.mathproofmesh.inspiration,InspirationSnapshot.java; TriggerPolicy.java,off/shadow/active 三模式；提案、独立审稿、UCB、Outcome Ledger 和跨运行学习完整迁移,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/inspiration_phase.py,112,python_source,InspirationAdmission,admit_inspiration_tasks,12,路线团队、调度与运行阶段,mathproofmesh-core,io.github.aililuola.mathproofmesh.orchestration,InspirationAdmission.java; InspirationPhaseService.java,先实现数据库驱动的同步/并发应用服务，再交由 Temporal 包装；保持路线隔离和自适应调度,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/__init__.py,17,python_source,,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,package-info.java; ProviderClientRegistry.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/anthropic.py,81,python_source,AnthropicClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,AnthropicClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/base.py,93,python_source,LLMResponse | LLMClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,LLMResponse.java; LLMClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/deepseek.py,511,python_source,DeepSeekClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,DeepSeekClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/gemini.py,92,python_source,GeminiClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,GeminiClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/mock.py,55,python_source,MockClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,MockClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/openai_compatible.py,79,python_source,OpenAICompatibleClient,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,OpenAICompatibleClient.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/llm/pool.py,804,python_source,AgentCallFailure | ProviderCircuitOpenError | ProviderCircuitBreaker | SlidingWindowRateLimiter | AgentRuntime | AgentPool,,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.provider,AgentCallFailure.java; ProviderCircuitOpenError.java; ProviderCircuitBreaker.java; SlidingWindowRateLimiter.java; AgentRuntime.java; AgentPool.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/memory.py,1129,python_source,LemmaMemory | TypedMemory,,06,三级记忆与证明义务图,mathproofmesh-core,io.github.aililuola.mathproofmesh.memory,LemmaMemory.java; TypedMemory.java,关系型权威存储 + JGraphT 内存投影；保留晋升/降级/反例传播/环检测/冻结语义,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/mock_demo.py,793,python_source,,_user_text | _sanitized_context | demo_responder | build_demo_config | demo_responders,14,REST/SSE、CLI、报告与可观测性,mathproofmesh-server,io.github.aililuola.mathproofmesh.api,MockDemoFunctions.java,保持旧端点/命令兼容，新增安全状态查询；SSE 可断点；日志和活动事件严格脱敏,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/orchestrator.py,16453,python_source,VerificationBundle | SolveState | ProofMeshOrchestrator,_reusable_claim_dependency_ids,13,Temporal 持久化工作流与恢复,mathproofmesh-server,io.github.aililuola.mathproofmesh.workflow,VerificationBundle.java; SolveState.java; RunStageMachine.java; InProcessRunCoordinator.java; MathProofMeshSolveWorkflow.java; RouteExplorationWorkflow.java; workflow Activity ports and adapters,拆为确定性 Workflow 与所有 I/O Activities；工作流历史仅保存 ID/小型状态；崩溃重放与 Continue-As-New,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/prompts.py,2031,python_source,PromptBundle | PromptFactory,assert_blind_prompt_safe | _to_jsonable | _json | _feedback_directives | _minimal_schema_value | _validated_model_example | _strip_schema_noise | _schema,07,Agent Runtime、LLM 适配、预算与可靠调用,mathproofmesh-server,io.github.aililuola.mathproofmesh.agent,PromptBundle.java; PromptFactory.java; PromptCatalog.java,JDK HttpClient + SSE；虚拟线程但有界并发；持久化调用状态、预算、限流、重试与熔断,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/__init__.py,221,python_source,,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,package-info.java; ProofControlFacade.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/action_dispatcher.py,444,python_source,ControlActionDispatcher,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ControlActionDispatcher.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/bottleneck.py,239,python_source,BottleneckCompressor,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,BottleneckCompressor.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/claim_lifecycle.py,532,python_source,ClaimLifecycleController,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ClaimLifecycleController.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/common_mode.py,1058,python_source,CriticalAssumptionMatrix,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,CriticalAssumptionMatrix.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/controller.py,7479,python_source,ProofControlLayer,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,ProofControlLayer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/dependencies.py,227,python_source,DependencyResolver,migrate_legacy_dependencies,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,DependencyResolver.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/domains.py,192,python_source,,classify_assumption_domain | classify_obligation_domain,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,DomainsFunctions.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/failure_control.py,245,python_source,FailureClassifier | BlueprintRewriter,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,FailureClassifier.java; BlueprintRewriter.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/falsification.py,457,python_source,FastLaneContext | FastLaneEligibility | FalsificationDisposition | FalsificationContractCompiler | FalsificationTaskMaterializer,evaluate_fast_lane_eligibility | classify_falsification_result,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,FastLaneContext.java; FastLaneEligibility.java; FalsificationDisposition.java; FalsificationContractCompiler.java; FalsificationTaskMaterializer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/gates.py,575,python_source,RouteAdmissionGate | ContinueDeepeningGate | SynthesisReadinessGate,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,RouteAdmissionGate.java; ContinueDeepeningGate.java; SynthesisReadinessGate.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/goal_alignment.py,536,python_source,GoalAlignmentAnalyzer | GoalAlignmentContract | PremiseClosureAnalyzer | MinimalSufficiencyAnalyzer,_exact_identity,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,GoalAlignmentAnalyzer.java; GoalAlignmentContract.java; PremiseClosureAnalyzer.java; MinimalSufficiencyAnalyzer.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/induction.py,211,python_source,InductionMeasureSelector,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,InductionMeasureSelector.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/inference_risk.py,610,python_source,InferenceRiskScanner,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,InferenceRiskScanner.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/message_utility.py,282,python_source,MessageUtilityController,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,MessageUtilityController.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
src/mathproofmesh/proof_control/models.py,1502,python_source,GoalRelation | ScopeRelation | ProofRole | AssumptionDomain | ObligationDomain | ControlActionType | ControlActionStatus | MetaPivotStatus | TaskStatus | AssumptionChallengeAction | AssumptionChallengeOutcome | CountermodelOutcome | WakeConditionKind | WakeCondition | RouteFreezeRecord | ResumeDecisionKind | ResumeDecision | ExecutableTaskRecord | BlueprintNodeKind | BlueprintNode | BlueprintEdge | StrategyBlueprint | StrategyBlueprintCompilation | BlueprintSemanticAssessment | StrategyRevisionReason | StrategyLineageRecord | RewriteSemanticVerdict | RewriteSemanticAssessment | RevisedStrategyResult | OriginalStrategyArchiveEntry | StrategyCandidateAssessment | DependencyKind | DependencyRef | DependencyNormalizationTask | DependencyMigrationResult | DependencyResolutionResult | ClaimRefereeDisposition | ClaimRefereeRecord | ControlActionRecord | ControlActionResult | AssumptionDomainRecord | ObligationDomainRecord | ObligationSemanticVerdict | ObligationSemanticQuality | AlignmentExceptionCode | ClaimVerificationState | ClaimVerificationLedgerEntry | PremiseClosureRecord | CountermodelTaskRecord | CountermodelResult | ClaimGoalLink | RouteTargetBinding | MinimalBridgeProposal | IndexScope | UniformityScope | ObjectScope | ScopeSignature | InferenceRiskType | SetRelationKind | PropertyStrength | RelationSignature | VerifierIssueCode | StructuredVerifierIssue | InferenceRiskRecord | NegativePatternRecord | AbstractStructureProposal | RealizerFailureType | RealizerCandidate | RealizerRepairTask | AbstractRealizerExtraction | RealizerRepairResult | InductionMeasureProposal | InductionBlueprintNode | ProofFailureClass | FailureClassificationRecord | BlueprintRewriteRequest | BottleneckCluster | CriticalAssumption | DependencyAtom | AssumptionFamily | AssumptionChallengerTask | AssumptionChallengeProposal | AssumptionChallengeReview | AssumptionChallengeResult | BottleneckBridgeTask | FalsificationCompilationStatus | TypedFalsificationContract | FalsificationTaskRecord | MessageExpectedEffect | RouteUpdateTask | InspirationReviewDeferral | ProcessFailureDiagnostic | MetaPivotState | MetaPivotEffect | MetaPivotOutcome | BroadcastDecision | BroadcastDecisionRecord | MessageUtilityContract | MessageUsageReceipt | NearMissRecord | GateVerdict | GoalAlignmentContractResult | RouteAdmissionRecord | ContinueGateRecord | SynthesisReadinessRecord,,10,Goal–Plan–Failure–Utility 证明控制,mathproofmesh-core,io.github.aililuola.mathproofmesh.proofcontrol,GoalRelation.java; ScopeRelation.java; ProofRole.java; AssumptionDomain.java; ObligationDomain.java; ControlActionType.java; ControlActionStatus.java; MetaPivotStatus.java; TaskStatus.java; AssumptionChallengeAction.java; AssumptionChallengeOutcome.java; CountermodelOutcome.java; WakeConditionKind.java; WakeCondition.java; RouteFreezeRecord.java; ResumeDecisionKind.java; ResumeDecision.java; ExecutableTaskRecord.java; BlueprintNodeKind.java; BlueprintNode.java; BlueprintEdge.java; StrategyBlueprint.java; StrategyBlueprintCompilation.java; BlueprintSemanticAssessment.java; StrategyRevisionReason.java; StrategyLineageRecord.java; RewriteSemanticVerdict.java; RewriteSemanticAssessment.java; RevisedStrategyResult.java; OriginalStrategyArchiveEntry.java; StrategyCandidateAssessment.java; DependencyKind.java; DependencyRef.java; DependencyNormalizationTask.java; DependencyMigrationResult.java; DependencyResolutionResult.java; ClaimRefereeDisposition.java; ClaimRefereeRecord.java; ControlActionRecord.java; ControlActionResult.java; AssumptionDomainRecord.java; ObligationDomainRecord.java; ObligationSemanticVerdict.java; ObligationSemanticQuality.java; AlignmentExceptionCode.java; ClaimVerificationState.java; ClaimVerificationLedgerEntry.java; PremiseClosureRecord.java; CountermodelTaskRecord.java; CountermodelResult.java; ClaimGoalLink.java; RouteTargetBinding.java; MinimalBridgeProposal.java; IndexScope.java; UniformityScope.java; ObjectScope.java; ScopeSignature.java; InferenceRiskType.java; SetRelationKind.java; PropertyStrength.java; RelationSignature.java; VerifierIssueCode.java; StructuredVerifierIssue.java; InferenceRiskRecord.java; NegativePatternRecord.java; AbstractStructureProposal.java; RealizerFailureType.java; RealizerCandidate.java; RealizerRepairTask.java; AbstractRealizerExtraction.java; RealizerRepairResult.java; InductionMeasureProposal.java; InductionBlueprintNode.java; ProofFailureClass.java; FailureClassificationRecord.java; BlueprintRewriteRequest.java; BottleneckCluster.java; CriticalAssumption.java; DependencyAtom.java; AssumptionFamily.java; AssumptionChallengerTask.java; AssumptionChallengeProposal.java; AssumptionChallengeReview.java; AssumptionChallengeResult.java; BottleneckBridgeTask.java; FalsificationCompilationStatus.java; TypedFalsificationContract.java; FalsificationTaskRecord.java; MessageExpectedEffect.java; RouteUpdateTask.java; InspirationReviewDeferral.java; ProcessFailureDiagnostic.java; MetaPivotState.java; MetaPivotEffect.java; MetaPivotOutcome.java; BroadcastDecision.java; BroadcastDecisionRecord.java; MessageUtilityContract.java; MessageUsageReceipt.java; NearMissRecord.java; GateVerdict.java; GoalAlignmentContractResult.java; RouteAdmissionRecord.java; ContinueGateRecord.java; SynthesisReadinessRecord.java,按 10A–10G 子阶段迁移；证明控制无 Fact 写权限、无义务关闭权限，所有动作幂等且可审计,源文件对应 Python 测试全部映射并通过；源清单状态改为 migrated 后不得遗留 required TODO,java-native,no,pending,true
